"","Country ISO","Country","category","Mean Age - Mean age of survey respondents","Age Group - Respondents aged 15-17","Age Group - Respondents aged 18-35","Age Group - Respondents aged 36-59","Age Group - Respondents aged 60+","Gender Group - Female respondents","Gender Group - Male respondents","Gender Group - Other respondents","Education Group - Completed primary or less","Education Group - Some secondary but not completed secondary","Education Group - Completed secondary","Education Group - Completed university or more","Occupation Group - Full-time employee","Occupation Group - Part-time employee","Occupation Group - Self-employed","Occupation Group - Unemployed","Occupation Group - Retired","Occupation Group - Student","Occupation Group - Unpaid worker","Work Types - Agricultural, Forestry, and Fishery Roles (e.g. farmers, fishers, forestry workers)","Work Types - Unskilled and Manual Roles (e.g. cleaners, laborers, drivers, assemblers)","Work Types - Skilled Trades and Manufacturing (e.g. construction, craft trades, manufacturing, machine operators)","Work Types - Service and Sales Roles (e.g. retail workers, hospitality staff, personal services)","Work Types - Professional and Technical Roles (e.g. scientists, engineers, doctors, teachers, IT technicians)","Work Types - Clerical and Desk Support Roles (e.g. office assistants, administrative staff, data entry)","Work Types - Other work","Disability Types - Severely limited","Disability Types - Limited - but not severely","Disability Types - Not limited at all","Internet Access - Mean percentage of internet access","Familiarity with AI - AI Familiarity: A Lot","Familiarity with AI - AI Familiarity: Some","Familiarity with AI - AI Familiarity: A Little","Familiarity with AI - AI Familiarity: Nothing","Familiarity with AI - AI Familiarity: Don't Know","AI Interaction Frequency - Interaction with AI: Never","AI Interaction Frequency - Interaction with AI: Once a month or less","AI Interaction Frequency - Interaction with AI: Once a week","AI Interaction Frequency - Interaction with AI: More than once a week","AI Use Purposes - AI use for social media purposes","AI Use Purposes - No AI use for social media purposes","AI Use Purposes - AI use of virtual assistants (e.g. Siri/Alexa)","AI Use Purposes - No AI use of virtual assistants (e.g. Siri/Alexa)","AI Use Purposes - AI use of work-related tools or software","AI Use Purposes - No AI use of work-related tools or software","AI Use Purposes - AI use of educational platforms or learning apps","AI Use Purposes - No AI use of educational platforms or learning apps.","AI Use Purposes - AI use for government services (e.g. taxes/judicial)","AI Use Purposes - No AI use for for government services (e.g. taxes/judicial)","AI Use Purposes - AI use for healthcare services or applications","AI Use Purposes - No AI use for healthcare services or applications","AI Use Purposes - AI use for financial services or banking","AI Use Purposes - No AI use for financial services or banking","AI Use Purposes - AI use for transportation and navigation apps","AI Use Purposes - No AI use for transportation and navigation apps","AI Use Purposes - AI use entertainment (e.g. streaming services/gaming)","AI Use Purposes - No AI use entertainment (e.g. streaming services/gaming)","AI Use Purposes - Other AI uses","AI Use Purposes - No other AI uses","AI Use Purposes - AI Use (None of the above): Yes","AI Use Purposes - AI Use (None of the above): No","Future AI Use - Likelihood of AI use for financial advice: Not at all likely","Future AI Use - Likelihood of AI use for financial advice: Not very likely","Future AI Use - Likelihood of AI use for financial advice: Somewhat likely","Future AI Use - Likelihood of AI use for financial advice: Very likely","Future AI Use - Likelihood of AI use for medical advice: Not at all likely","Future AI Use - Likelihood of AI use for medical advice: Not very likely","Future AI Use - Likelihood of AI use for medical advice: Somewhat likely","Future AI Use - Likelihood of AI use for medical advice: Very likely","Future AI Use - Likelihood of AI use for entertainment or leisure activities (e.g. Facebook/Instagram/TikTok): Not at all likely","Future AI Use - Likelihood of AI use for entertainment or leisure activities (e.g. Facebook/Instagram/TikTok): Not very likely","Future AI Use - Likelihood of AI use for entertainment or leisure activities (e.g. Facebook/Instagram/TikTok): Somewhat likely","Future AI Use - Likelihood of AI use for entertainment or leisure activities (e.g. Facebook/Instagram/TikTok): Very likely","Future AI Use - Likelihood of AI use for work tasks: Not at all likely","Future AI Use - Likelihood of AI use for work tasks: Not very likely","Future AI Use - Likelihood of AI use for work tasks: Somewhat likely","Future AI Use - Likelihood of AI use for work tasks: Very likely","Future AI Use - Likelihood of AI use for education and training: Not at all likely","Future AI Use - Likelihood of AI use for education and training: Not very likely","Future AI Use - Likelihood of AI use for education and training: Somewhat likely","Future AI Use - Likelihood of AI use for education and training: Very likely","Culture and AI Perception - AI Perception: Always","Culture and AI Perception - AI Perception: Most of the time","Culture and AI Perception - AI Perception: Sometimes","Culture and AI Perception - AI Perception: Never","Current Freedom of Choice - Current freedom of choice: 1 (no choice at all)","Current Freedom of Choice - Current freedom of choice: 2","Current Freedom of Choice - Current freedom of choice: 3","Current Freedom of Choice - Current freedom of choice: 4","Current Freedom of Choice - Current freedom of choice: 5","Current Freedom of Choice - Current freedom of choice: 6","Current Freedom of Choice - Current freedom of choice: 7","Current Freedom of Choice - Current freedom of choice: 8","Current Freedom of Choice - Current freedom of choice: 9","Current Freedom of Choice - Current freedom of choice: 10 (a great deal of choice)","Future Freedom of Choice - Future freedom of choice: 1 (no choice at all)","Future Freedom of Choice - Future freedom of choice: 2","Future Freedom of Choice - Future freedom of choice: 3","Future Freedom of Choice - Future freedom of choice: 4","Future Freedom of Choice - Future freedom of choice: 5","Future Freedom of Choice - Future freedom of choice: 6","Future Freedom of Choice - Future freedom of choice: 7","Future Freedom of Choice - Future freedom of choice: 8","Future Freedom of Choice - Future freedom of choice: 9","Future Freedom of Choice - Current freedom of choice: 10 (a great deal of choice)","AI Expose and Control Confidence - Exposed to AI more than you want: Strongly Agree","AI Expose and Control Confidence - Exposed to AI more than you want: Agree","AI Expose and Control Confidence - Exposed to AI more than you want: Neutral","AI Expose and Control Confidence - Exposed to AI more than you want: Disagree","AI Expose and Control Confidence - Exposed to AI more than you want: Strongly Disagree","AI Expose and Control Confidence - Confident to control interactions with AI systems: Strongly Agree","AI Expose and Control Confidence - Confident to control interactions with AI systems: Agree","AI Expose and Control Confidence - Confident to control interactions with AI systems: Neutral","AI Expose and Control Confidence - Confident to control interactions with AI systems: Disagree","AI Expose and Control Confidence - Confident to control interactions with AI systems: Strongly Disagree","Trust in People - Most people can be trusted","Trust in People - Need to be very careful in dealing with people","Trust in AI Systems - Trust in AI Systems: Very confident.","Trust in AI Systems - Trust in AI Systems: Somewhat confident","Trust in AI Systems - Trust in AI Systems: Not very confident","Trust in AI Systems - Trust in AI Systems: Not at all confident","Confidence in AI Systems - Confidence in AI Systems: Very confident","Confidence in AI Systems - Confidence in AI Systems: Somewhat confident","Confidence in AI Systems - Confidence in AI Systems: Not very confident","Confidence in AI Systems - Confidence in AI Systems: Not at all confident","AI Impact - AI will increase productivity: Very Unlikely","AI Impact - AI will increase productivity: Unlikely","AI Impact - AI will increase productivity: Neutral","AI Impact - AI will increase productivity: Likely","AI Impact - AI will increase productivity: Very Likely","AI Impact - AI will help find new jobs: Very Likely","AI Impact - AI will help find new jobs: Likely","AI Impact - AI will help find new jobs: Neutral","AI Impact - AI will help find new jobs: Unlikely","AI Impact - AI will help find new jobs: Very Unlikely","AI Impact - Current job significantly changed or replaced by AI: Very Likely","AI Impact - Current job significantly changed or replaced by AI: Likely","AI Impact - Current job significantly changed or replaced by AI: Neutral","AI Impact - Current job significantly changed or replaced by AI: Unlikely","AI Impact - Current job significantly changed or replaced by AI: Very Unlikely"
"1","AUS","Australia","Very High",48.6645393371582,0,31.15,39.45,29.4,49.77,48.35,1.88,7.19,22.63,42.73,27.45,33.87,17.01,25.52,8.71,3.69,9.45,1.75,5.9,3.29,13.29,32.75,21.34,11.44,11.99,8.71,27.2,64.09,83.58,15.33,30.63,38.6,14.76,0.68,39.22,24.41,14.39,21.99,42.61,57.39,33.16,66.84,31.16,68.84,23.12,76.88,20.87,79.13,21.1,78.9,31.62,68.38,48.2,51.8,34.17,65.83,1.61,98.39,22.08,77.92,60.53,20.01,11.14,8.32,51.95,23.79,15.2,9.06,35.06,20.26,21.66,23.02,44.14,17.73,18.63,19.5,43.65,18.96,20.72,16.67,3.86,17.75,48.77,29.62,7.45,3.24,4.29,3.81,16.19,7.71,17.88,17.06,5.33,17.04,11.81,5.24,6.54,5.97,18.34,9.01,13.09,14.02,4.54,11.44,18.4,19.48,25.69,14.69,21.74,22.36,19.89,22.07,16.79,18.89,19.45,80.55,8.9,27.69,32.01,31.4,8.5,31.09,35.13,25.29,27.26,13.61,20.07,20.6,18.46,14.08,19.17,21.07,17.14,28.54,15.59,14.68,15.18,17.97,36.58
"2","BGD","Bangladesh","Medium",35.4538955688477,8.49,43.16,35.36,12.99,48.25,51.75,0,46.6,25.3,21.1,7,21.84,6.3,1.84,9.02,14.15,15.26,31.61,7.03,26.56,8.93,6.01,21.25,5.07,25.15,15.25,37.11,47.64,72.49,3.5,23.81,24.9,24.45,23.34,44.03,22.84,11.2,21.92,27.46,72.54,3.85,96.15,8.2,91.8,15.44,84.56,4.93,95.07,9.12,90.88,13.49,86.51,9.38,90.62,15.62,84.38,0.64,99.36,32.86,67.14,27.85,16.49,42.42,13.24,21.1,14.85,43.32,20.73,21.6,12.78,40.63,24.99,25.18,15.26,41.63,17.93,25.96,16.19,38.7,19.14,8.81,7.07,56.98,27.13,11.75,3.25,2.78,4.27,11.81,5.77,9.43,9.83,4.95,36.18,10.75,3.66,2.7,4.05,11.88,8.79,9.2,9.86,3.87,35.24,7.2,29.19,30.1,24.5,9.01,10.93,38.07,27.08,16.17,7.75,6.54,93.46,18.77,54.75,15.19,11.29,17.11,55.72,15.52,11.65,11.82,11.41,19.11,41.7,15.97,12.57,42.59,18.39,14.08,12.37,8.81,36.22,24.73,15.57,14.68
"3","BRA","Brazil","High",42.8580894470215,5.25,34.36,41.09,19.31,50.99,48.71,0.3,41.87,4.98,34,19.14,28.85,4.64,12.84,24.65,8.43,9.37,11.21,6.31,3.01,21.97,21.24,23.84,7.76,15.89,9.9,16.44,73.67,79.39,6.34,29.59,42.57,19.52,1.99,32.63,19.4,16,31.97,65.92,34.08,25.89,74.11,34.39,65.61,34.07,65.93,19.92,80.08,25.82,74.18,49.36,50.64,43.07,56.93,39.66,60.34,0.79,99.21,13.61,86.39,26.83,23.14,32.76,17.27,27.45,21.93,32.13,18.49,16.68,12.08,33.73,37.51,21.09,14.1,31.84,32.97,17.27,15.59,36.77,30.37,10.51,23.74,40.71,25.04,7.04,2.46,2.09,1.89,13.54,6.75,14.51,17.54,7.62,26.55,9.38,3.95,4.05,4.24,13.76,6.22,10.08,14.69,5.76,27.88,18.25,31.43,27.04,15.34,7.94,19.56,34.54,25.13,14.41,6.36,3.3,96.7,4.26,18.8,41.23,35.7,6.17,26.49,45.86,21.48,9.84,12.72,15.89,33.76,27.79,28.54,35.08,16.57,11.9,7.92,17.93,23.37,18.87,24.18,15.66
"4","CHN","China","High",43.6826782226562,4.2,28.3,44.1,23.4,49.5,50.5,0,21,42,18,19,49.73,5.95,19.81,1.81,5.17,6.28,11.25,14.74,4.66,5.64,19,35.64,9.01,11.32,3.6,27.5,68.9,77.87,5.45,26.5,51.98,11.78,4.29,20.81,41.84,24.4,12.95,39.21,60.79,22.24,77.76,32.78,67.22,31.85,68.15,14.45,85.55,33.12,66.88,33.01,66.99,54.32,45.68,31.67,68.33,2.39,97.61,24.95,75.05,18.08,21.69,33.15,27.08,9.21,20.88,37.89,32.01,7.72,14.36,37.97,39.94,13.76,20.1,32.89,33.25,13.01,20.89,33.72,32.38,14.99,14.19,59.21,11.61,3.59,2.47,5.86,3.9,11.35,10.36,14.76,21.9,7.08,18.73,3.05,1.85,5.11,3.77,11.19,12.17,13.44,20.17,8.86,20.4,24.66,32.17,29.59,8.5,5.07,25.56,29.7,31.59,8.7,4.45,42.23,57.77,34.62,53.93,8.84,2.61,29.72,53.61,13.06,3.61,3.96,7.58,22.71,32.37,33.39,24.56,25.89,30.98,11.42,7.14,23.96,26.35,31.08,11.78,6.83
